id,firstname,surname,year,category,affiliation,city,country,born_date,died_date,gender,born_city,born_country,born_country_code,died_city,died_country,died_country_code,overall_motivation,share,motivation,born_country_original,born_city_original,died_country_original,died_city_original,city_original,country_original
924,Svetlana,Alexievich,2015,Literature,NA,NA,NA,1948-05-31,NA,female,Ivano-Frankivsk,Ukraine,UA,NA,NA,NA,NA,1,"""for her polyphonic writings a monument to suffering and courage in our time""",Ukraine,Ivano-Frankivsk,NA,NA,NA,NA
925,National Dialogue Quartet,NA,2015,Peace,NA,NA,NA,NA,NA,org,NA,NA,NA,NA,NA,NA,NA,1,"""for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011""",NA,NA,NA,NA,NA,NA
926,Angus,Deaton,2015,Economics,Princeton University,Princeton NJ,USA,1945-10-19,NA,male,Edinburgh,Scotland,GB,NA,NA,NA,NA,1,"""for his analysis of consumption poverty and welfare""",Scotland,Edinburgh,NA,NA,Princeton NJ,USA
927,Yoshinori,Ohsumi,2016,Medicine,Tokyo Institute of Technology,Tokyo,Japan,1945-02-09,NA,male,Fukuoka,Japan,JP,NA,NA,NA,NA,1,"""for his discoveries of mechanisms for autophagy""",Japan,Fukuoka,NA,NA,Tokyo,Japan
934,Juan Manuel,Santos,2016,Peace,NA,NA,NA,1951-08-10,NA,male,Bogotá,Colombia,CO,NA,NA,NA,NA,1,"""for his resolute efforts to bring the country's more than 50-year-long civil war to an end""",Colombia,Bogotá,NA,NA,NA,NA
935,Oliver,Hart,2016,Economics,Harvard University,Cambridge MA,USA,1948-10-09,NA,male,London,United Kingdom,GB,NA,NA,NA,NA,2,"""for their contributions to contract theory""",United Kingdom,London,NA,NA,Cambridge MA,USA
936,Bengt,Holmström,2016,Economics,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1949-04-18,NA,male,Helsinki,Finland,FI,NA,NA,NA,NA,2,"""for their contributions to contract theory""",Finland,Helsinki,NA,NA,Cambridge MA,USA
937,Bob,Dylan,2016,Literature,NA,NA,NA,1941-05-24,NA,male,Duluth MN,USA,US,NA,NA,NA,NA,1,"""for having created new poetic expressions within the great American song tradition""",USA,Duluth MN,NA,NA,NA,NA
938,Jeffrey C.,Hall,2017,Medicine,University of Maine,Maine ME,USA,1945-05-03,NA,male,New York NY,USA,US,NA,NA,NA,NA,3,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",USA,New York NY,NA,NA,Maine ME,USA
939,Michael,Rosbash,2017,Medicine,Brandeis University,Waltham MA,USA,1944-03-07,NA,male,Kansas City MO,USA,US,NA,NA,NA,NA,3,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",USA,Kansas City MO,NA,NA,Waltham MA,USA
940,Michael W.,Young,2017,Medicine,Rockefeller University,New York NY,USA,1949-03-28,NA,male,Miami FL,USA,US,NA,NA,NA,NA,3,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",USA,Miami FL,NA,NA,New York NY,USA
947,Kazuo,Ishiguro,2017,Literature,NA,NA,NA,1954-11-08,NA,male,Nagasaki,Japan,JP,NA,NA,NA,NA,1,"""who in novels of great emotional force has uncovered the abyss beneath our illusory sense of connection with the world""",Japan,Nagasaki,NA,NA,NA,NA
948,International Campaign to Abolish Nuclear Weapons (ICAN),NA,2017,Peace,NA,NA,NA,NA,NA,org,NA,NA,NA,NA,NA,NA,NA,1,"""for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons""",NA,NA,NA,NA,NA,NA
949,Richard H.,Thaler,2017,Economics,University of Chicago,Chicago IL,USA,1945-09-12,NA,male,East Orange NJ,USA,US,NA,NA,NA,NA,1,"""for his contributions to behavioural economics""",USA,East Orange NJ,NA,NA,Chicago IL,USA
958,James P.,Allison,2018,Medicine,Parker Institute for Cancer Immunotherapy,San Francisco CA,USA,1948-08-07,NA,male,Alice TX,USA,US,NA,NA,NA,NA,2,"""for their discovery of cancer therapy by inhibition of negative immune regulation""",USA,Alice TX,NA,NA,San Francisco CA,USA
959,Tasuku,Honjo,2018,Medicine,Kyoto University,Kyoto,Japan,1942-01-27,NA,male,Kyoto,Japan,JP,NA,NA,NA,NA,2,"""for their discovery of cancer therapy by inhibition of negative immune regulation""",Japan,Kyoto,NA,NA,Kyoto,Japan
966,Denis,Mukwege,2018,Peace,NA,NA,NA,1955-03-01,NA,male,Bukavu,Democratic Republic of Congo,CD,NA,NA,NA,NA,2,"""for their efforts to end the use of sexual violence as a weapon of war and armed conflict""",Belgian Congo (now Democratic Republic of the Congo),Bukavu,NA,NA,NA,NA
967,Nadia,Murad,2018,Peace,NA,NA,NA,NA,NA,female,Kojo,Iraq,IQ,NA,NA,NA,NA,2,"""for their efforts to end the use of sexual violence as a weapon of war and armed conflict""",Iraq,Kojo,NA,NA,NA,NA
968,William D.,Nordhaus,2018,Economics,Yale University,New Haven CT,USA,1941-05-31,NA,male,Albuquerque NM,USA,US,NA,NA,NA,NA,2,"""for integrating climate change into long-run macroeconomic analysis""",USA,Albuquerque NM,NA,NA,New Haven CT,USA
969,Paul M.,Romer,2018,Economics,NYU Stern School of Business,New York NY,USA,NA,NA,male,Denver CO,USA,US,NA,NA,NA,NA,2,"""for integrating technological innovations into long-run macroeconomic analysis""",USA,Denver CO,NA,NA,New York NY,USA
